date,freight_rate_usd_per_t,bdi_index,bunker_price_usd_per_t,port_congestion_days,demand_signal,is_monsoon,is_cyclone_season
2025-10-16,28.8,1624.1,535.3,4.13,46.0,0,1
2025-10-17,29.35,1636.4,536.5,4.46,45.8,0,1
2025-10-18,29.69,1631.2,537.2,5.27,45.5,0,1
2025-10-19,30.12,1620.9,539.8,6.16,45.3,0,1
2025-10-20,29.6,1606.0,539.7,3.98,45.1,0,1
2025-10-21,29.12,1596.1,540.6,4.27,44.8,0,1
2025-10-22,28.42,1591.8,540.3,4.12,44.6,0,1
2025-10-23,28.89,1602.1,539.3,4.42,44.3,0,1
2025-10-24,28.93,1593.8,539.2,4.06,44.1,0,1
2025-10-25,29.56,1591.4,539.8,3.88,43.9,0,1
2025-10-26,28.17,1587.0,540.0,3.98,43.6,0,1
2025-10-27,29.21,1592.2,539.8,3.92,43.4,0,1
2025-10-28,28.92,1608.1,538.8,4.09,43.2,0,1
2025-10-29,29.0,1599.4,539.3,3.7,42.9,0,1
2025-10-30,28.64,1591.1,538.2,3.93,42.7,0,1
2025-10-31,28.56,1594.9,539.8,4.41,42.5,0,1
2025-11-01,29.22,1595.8,540.5,4.41,42.3,0,1
2025-11-02,29.19,1606.0,539.5,4.31,42.0,0,1
2025-11-03,29.62,1606.1,539.8,5.17,41.8,0,1
2025-11-04,28.92,1598.6,539.6,4.44,41.6,0,1
2025-11-05,28.94,1598.6,540.6,5.13,41.4,0,1
2025-11-06,28.96,1602.7,542.9,6.16,41.2,0,1
2025-11-07,29.39,1604.5,541.4,4.74,41.0,0,1
2025-11-08,28.86,1603.8,542.2,3.7,40.8,0,1
2025-11-09,28.54,1607.5,542.7,4.33,40.6,0,1
2025-11-10,28.72,1612.0,544.2,4.24,40.4,0,1
2025-11-11,29.19,1618.2,545.2,5.37,40.2,0,1
2025-11-12,28.33,1618.4,545.0,4.11,40.0,0,1
2025-11-13,28.46,1612.2,545.4,3.83,39.8,0,1
2025-11-14,28.35,1608.4,545.1,3.95,39.6,0,1
2025-11-15,28.61,1613.0,547.1,3.71,39.4,0,1
2025-11-16,29.18,1601.5,547.9,5.89,39.2,0,1
